question_id,analysis,outcome
1722,"Frozen units cannot attack. The condition prevents all voluntary actions. On top of that, the target's Shield absorbs a portion of the incoming damage, reducing it by half. At the same time, combat effectiveness drops when fighting on Desert terrain. Ultimately, the action is blocked and cannot proceed.",BLOCKED
5279,"The Ranger's ranged weapons reach non-adjacent targets without penalty. On top of that, the target is out of melee range — physical attacks cannot reach. Additionally, combat effectiveness drops when fighting on Forest terrain. The attempt goes through as intended.",ALLOWED
1059,"While Frozen, performing any attack action is impossible. At the same time, until reaching level 6, Mage attacks are weakened significantly (unit is level 1). Furthermore, when the target's defense exceeds the attacker's strength, damage output drops significantly. However, the magical barrier around the target deflects half the attack's force. Meanwhile, against a target with 15+ defense, even powerful attacks are partially deflected. Ultimately, the action is blocked and cannot proceed.",BLOCKED
4636,"Rangers can attack at range with their bows, bypassing the adjacency requirement. However, insufficient strength against the target's defenses means the attack deals partial damage. At the same time, the target is out of melee range — physical attacks cannot reach. On top of that, shielded targets take only 50% damage from physical attacks. Nothing prevents the action from succeeding normally.",ALLOWED
3242,"The Frozen effect immobilizes the unit, blocking any attempt to move. Meanwhile, while Stunned, performing any move action is impossible. Ultimately, the action is blocked and cannot proceed.",BLOCKED
1678,"High-level units above level 7 partially ignore the HP penalty through battle-hardened resilience (unit is level 8). At the same time, with HP below 15, the unit's attack effectiveness is significantly reduced. However, without adjacency, a melee attack has no chance of connecting. While not outright blocked, the outcome is modified from the standard result.",MODIFIED
1757,"Stunned units cannot cast spells. The condition prevents all voluntary actions. Meanwhile, lightning costs 30 mana to cast. Without enough mana, the spell fizzles (current mana: 15). On top of that, casting Lightning requires the caster to be at least level 7 (unit is level 6). The action is prevented from going through.",BLOCKED
4191,"Master-level casters (level 8+) partially overcome environmental interference through sheer skill (unit is level 9). Compounding this, a Striker has no capacity for magic and cannot cast any spell. Additionally, lightning costs 30 mana to cast. Without enough mana, the spell fizzles (current mana: 26). The action succeeds in a modified form.",MODIFIED
5116,"The Mountain's elevation grants ranged attack capability to all units. Compounding this, the target is out of melee range — physical attacks cannot reach. The action proceeds without restriction.",ALLOWED
563,"Frozen units cannot move. The condition prevents all voluntary actions. Compounding this, a Paladin finds Swamp terrain incompatible with their movement capabilities. The action is prevented from going through.",BLOCKED
2790,"The Frozen effect immobilizes the unit, blocking any attempt to move. Beyond that, rogues cannot traverse Mountain terrain due to their physical limitations. The attempt fails completely under these conditions.",BLOCKED
863,"The Stunned effect immobilizes the unit, blocking any attempt to move. Beyond that, the Plains environment is impassable for Summoner units. Ultimately, the action is blocked and cannot proceed.",BLOCKED
1484,"A caster of level 8 or higher has mastered their craft — terrain penalties on spellcasting are reduced (unit is level 10). However, spellcasting is not available to Ranger units — they have no magical ability. Beyond that, barrier costs 28 mana to cast. Without enough mana, the spell fizzles (current mana: 13). While not outright blocked, the outcome is modified from the standard result.",MODIFIED
5134,"Invisibility reveals secret passages through otherwise restricted terrain. However, the Plains environment is impassable for Ranger units. The action proceeds without restriction.",ALLOWED
206,"While Frozen, performing any attack action is impossible. However, the attacker's strength exceeds the target's defense by more than 10, dealing devastating bonus damage. At the same time, shielded targets take only 50% damage from physical attacks. Ultimately, the action is blocked and cannot proceed.",BLOCKED
4488,"When the caster has 45 or more mana, Shadowstep activates at heightened power (current mana: 48). Furthermore, spellcasting is not available to Guardian units — they have no magical ability. Beyond that, only units of level 7 or higher can cast Shadowstep (unit is level 3). The action succeeds in a modified form.",MODIFIED
870,"While Stunned, performing any move action is impossible. However, at fewer than 10 HP, movement is agonizingly slow — half the normal speed. The attempt fails completely under these conditions.",BLOCKED
4493,"Rally cast on an adjacent ally has increased effectiveness — proximity amplifies the morale boost. Compounding this, casting Rally requires at least 35 mana. Insufficient mana blocks the spell (current mana: 20). The action proceeds but with altered effects.",MODIFIED
