id,input_tokens,feat_1,feat_2,feat_3,priority,output
10665,T_37 T_23 T_25 T_14 T_07 T_29 T_10,-0.008,34.05,2.179,5,0-8-2
10666,T_12 T_14 T_38 T_06 T_15 T_32,0.852,31.78,0.928,2,0-8-0
10667,T_35 T_10 T_13 T_34 T_32 T_18,0.915,26.13,0.494,2,0-8-4
10668,T_28 T_24 T_14 T_00 T_02 T_03,0.066,34.31,1.051,3,1-7-3
10669,T_30 T_18 T_08 T_03 T_10 T_04 T_13,-0.601,51.49,2.882,4,1-8-4
10670,T_22 T_19 T_34 T_26 T_20 T_02,0.78,85.49,1.292,3,0-9-4
10671,T_08 T_24 T_29 T_36 T_19 T_25,-0.06,74.2,0.713,4,1-8-3
10672,T_07 T_23 T_14 T_11 T_13 T_39 T_02,-0.873,83.52,3.566,3,1-7-3
10673,T_31 T_06 T_00 T_04 T_22 T_14 T_11,-0.92,88.36,4.268,1,0-7-1
10674,T_38 T_00 T_39 T_09 T_21 T_24,-1.477,41.62,1.136,5,0-8-0
10675,T_31 T_19 T_25 T_21 T_35 T_03,-0.51,34.6,0.939,4,0-6-4
10676,T_10 T_18 T_29 T_34 T_28 T_22,1.103,5.76,1.897,4,1-8-4
10677,T_34 T_10 T_20 T_32 T_26 T_08,0.178,93.05,0.119,4,0-9-4
10678,T_04 T_00 T_16 T_06 T_38 T_37,-0.53,6.58,2.351,5,0-8-4
10679,T_39 T_17 T_31 T_33 T_18 T_00 T_04,0.805,74.11,3.049,1,1-8-2
10680,T_29 T_05 T_13 T_26 T_25 T_15 T_38,-0.832,37.81,1.013,2,0-8-4
10681,T_12 T_06 T_01 T_10 T_27 T_09,0.095,94.88,0.384,5,1-7-0
10682,T_38 T_02 T_05 T_35 T_20 T_23 T_13,-0.18,41.96,0.058,1,1-9-3
10683,T_21 T_25 T_07 T_04 T_34 T_00,0.779,81.66,2.028,3,0-6-4
10684,T_16 T_12 T_33 T_06 T_09 T_38 T_22,-1.577,28.27,0.627,4,0-8-2
10685,T_03 T_09 T_23 T_00 T_05 T_13 T_02,-0.85,29.91,1.247,4,0-4-1
10686,T_38 T_10 T_07 T_19 T_35 T_01,-1.638,59.55,0.977,2,1-8-0
10687,T_30 T_00 T_14 T_03 T_39 T_06,-0.26,99.8,0.384,3,0-3-3
10688,T_03 T_07 T_22 T_21 T_11 T_06 T_26,1.211,51.76,1.42,1,1-7-2
10689,T_01 T_31 T_33 T_26 T_11 T_24 T_12,-0.505,93.63,1.231,3,0-7-3
10690,T_20 T_03 T_37 T_38 T_01 T_27 T_11,-0.511,78.62,1.957,3,1-9-0
10691,T_08 T_35 T_04 T_27 T_12 T_30,0.872,79.59,0.58,2,0-7-4
10692,T_30 T_01 T_18 T_29 T_02 T_35,1.069,43.6,0.483,1,1-8-1
10693,T_18 T_13 T_39 T_28 T_00 T_05 T_36,-0.089,38.65,3.368,2,1-8-1
10694,T_17 T_36 T_22 T_16 T_15 T_24 T_39,0.685,19.19,2.423,1,0-8-2
10695,T_28 T_32 T_17 T_16 T_09 T_33 T_29,-1.077,96.39,2.959,5,0-8-4
10696,T_21 T_20 T_26 T_19 T_32 T_37 T_09,1.378,95.94,0.263,5,1-9-0
10697,T_11 T_35 T_13 T_16 T_19 T_26,2.149,74.71,0.507,4,0-7-1
10698,T_33 T_22 T_16 T_23 T_10 T_12 T_20,0.521,29.63,1.714,2,1-9-1
10699,T_04 T_19 T_14 T_22 T_15 T_32 T_02,-2.084,24.52,3.893,5,0-5-3
10700,T_18 T_15 T_05 T_12 T_09 T_08 T_16,-0.558,98.86,4.453,3,0-8-1
10701,T_09 T_25 T_29 T_14 T_06 T_11,0.613,6.65,3.567,3,0-8-2
10702,T_00 T_26 T_12 T_03 T_07 T_14,-0.421,84.36,0.089,5,0-7-3
10703,T_20 T_08 T_30 T_03 T_01 T_15 T_09,1.272,35.55,3.439,2,0-9-2
10704,T_07 T_21 T_36 T_12 T_27 T_18,0.588,41.89,4.587,4,1-8-0
10705,T_32 T_16 T_17 T_36 T_24 T_28 T_05,-0.706,83.2,0.117,3,0-8-0
10706,T_12 T_01 T_10 T_11 T_04 T_38,0.032,9.06,1.077,4,0-8-0
10707,T_05 T_07 T_29 T_19 T_36 T_10,-0.894,35.42,1.538,3,1-8-4
10708,T_08 T_29 T_16 T_10 T_19 T_12,-0.183,95.2,0.53,1,0-8-2
10709,T_25 T_27 T_06 T_35 T_21 T_15,-0.555,69.91,1.454,5,1-6-4
10710,T_02 T_21 T_36 T_19 T_30 T_13 T_06,1.175,75.49,4.342,2,1-8-1
10711,T_02 T_29 T_35 T_17 T_00 T_36,2.116,75.75,4.034,3,0-8-4
10712,T_34 T_16 T_18 T_26 T_07 T_22,-1.431,6.06,5.621,5,1-8-4
10713,T_13 T_14 T_35 T_31 T_30 T_20 T_28,-1.923,20.32,1.324,4,0-9-0
10714,T_35 T_20 T_04 T_37 T_15 T_00 T_14,-0.245,49.13,1.057,2,0-9-3
10715,T_27 T_36 T_03 T_05 T_07 T_22 T_32,-1.518,36.82,2.192,2,1-8-2
10716,T_38 T_21 T_04 T_35 T_28 T_07,0.046,41.09,1.078,5,1-8-2
10717,T_20 T_18 T_31 T_08 T_34 T_06 T_17,0.749,78.14,0.086,5,1-9-4
10718,T_35 T_32 T_05 T_27 T_19 T_20,1.494,1.47,2.545,5,0-9-4
10719,T_22 T_18 T_01 T_03 T_16 T_06 T_19,0.201,66.05,0.66,1,0-8-2
10720,T_22 T_25 T_20 T_38 T_26 T_06 T_21,-0.193,0.01,0.101,1,0-9-1
10721,T_31 T_24 T_19 T_26 T_37 T_11,-1.978,6.31,0.042,2,0-7-2
10722,T_06 T_26 T_14 T_01 T_18 T_36 T_34,0.026,40.83,5.358,5,0-8-0
10723,T_06 T_38 T_31 T_18 T_00 T_21 T_22,0.071,84.09,0.581,1,0-8-3
10724,T_35 T_18 T_07 T_24 T_33 T_10,0.639,14.5,1.188,2,1-8-2
10725,T_14 T_25 T_26 T_28 T_11 T_13 T_34,-0.708,55.46,6.015,3,1-7-2
10726,T_04 T_02 T_18 T_07 T_29 T_22,-0.435,67.85,1.26,5,0-8-0
10727,T_02 T_33 T_24 T_09 T_37 T_27 T_28,-1.478,22.95,0.164,1,0-7-4
10728,T_19 T_28 T_15 T_01 T_07 T_21 T_04,-2.291,51.23,1.606,2,0-5-2
10729,T_29 T_02 T_08 T_05 T_09 T_39 T_11,-1.108,91.14,0.185,5,0-8-1
10730,T_24 T_14 T_07 T_16 T_13 T_00 T_18,-1.57,51.22,0.2,2,0-8-1
10731,T_26 T_38 T_33 T_10 T_03 T_23,0.337,15.73,3.814,3,1-8-3
10732,T_04 T_18 T_12 T_17 T_36 T_32,-0.518,62.78,0.683,2,0-8-2
10733,T_33 T_32 T_38 T_31 T_25 T_22 T_06,-0.538,59.22,2.271,2,0-8-4
10734,T_13 T_07 T_29 T_20 T_17 T_38 T_32,-0.984,2.7,1.422,3,1-9-2
10735,T_04 T_25 T_18 T_30 T_12 T_22,-3.233,9.06,0.503,4,1-8-1
10736,T_02 T_30 T_01 T_38 T_25 T_15 T_33,1.508,15.68,1.459,5,0-8-1
10737,T_23 T_28 T_16 T_14 T_26 T_01 T_30,-1.0,13.63,0.143,3,0-5-0
10738,T_28 T_06 T_34 T_35 T_21 T_14 T_38,-0.412,25.95,0.853,3,1-8-4
10739,T_14 T_31 T_34 T_09 T_28 T_39 T_05,-1.455,45.41,1.48,5,1-5-2
10740,T_39 T_00 T_33 T_06 T_10 T_24,0.972,37.17,0.519,2,0-7-0
10741,T_00 T_36 T_27 T_34 T_37 T_35,0.143,89.06,2.159,1,1-8-1
10742,T_10 T_11 T_20 T_28 T_13 T_00,-0.826,61.21,0.106,5,1-9-2
10743,T_19 T_37 T_36 T_15 T_20 T_09,-0.392,87.61,1.326,3,1-9-4
10744,T_19 T_39 T_27 T_10 T_20 T_37,1.678,52.7,2.511,2,1-9-4
10745,T_11 T_03 T_02 T_19 T_28 T_01 T_08,-0.073,8.99,1.124,4,0-7-3
10746,T_15 T_23 T_01 T_26 T_11 T_14 T_00,-0.182,46.33,4.152,2,0-7-4
10747,T_04 T_21 T_11 T_19 T_22 T_00 T_31,-0.941,82.2,2.0,1,0-7-3
10748,T_15 T_30 T_08 T_00 T_20 T_38 T_33,-1.895,19.41,6.364,2,1-9-3
10749,T_10 T_25 T_01 T_15 T_34 T_37 T_20,-0.16,9.12,0.668,1,0-9-3
10750,T_18 T_25 T_28 T_22 T_07 T_32,0.325,32.94,5.587,4,1-8-2
10751,T_08 T_25 T_18 T_06 T_07 T_38,1.1,38.89,1.867,4,1-8-0
10752,T_13 T_30 T_31 T_04 T_15 T_35,-2.248,30.63,2.734,2,0-5-4
10753,T_05 T_09 T_36 T_24 T_38 T_25 T_17,-1.125,13.52,4.649,5,1-8-3
10754,T_33 T_11 T_06 T_13 T_18 T_03 T_39,-0.581,25.08,1.602,5,1-8-4
10755,T_33 T_28 T_20 T_17 T_15 T_04 T_02,-0.003,68.23,3.964,5,1-9-0
10756,T_10 T_26 T_00 T_05 T_25 T_14 T_15,-0.145,38.59,1.56,4,1-6-1
10757,T_35 T_28 T_22 T_30 T_32 T_17 T_15,-0.122,63.25,1.829,1,1-5-1
10758,T_30 T_12 T_29 T_02 T_37 T_25,0.408,53.63,1.178,3,1-8-0
10759,T_35 T_01 T_25 T_26 T_15 T_24 T_08,-0.903,54.91,0.315,2,1-7-0
10760,T_30 T_03 T_12 T_29 T_31 T_37,0.934,24.85,1.613,1,0-8-2
10761,T_07 T_00 T_37 T_26 T_30 T_25 T_22,0.433,52.15,7.584,3,1-6-3
10762,T_34 T_06 T_20 T_12 T_01 T_39,-0.32,2.36,3.095,4,0-9-3
10763,T_14 T_03 T_16 T_27 T_35 T_00,1.601,43.17,2.753,3,0-5-3
10764,T_22 T_07 T_25 T_15 T_05 T_39 T_34,1.556,57.26,2.062,4,0-6-4
10765,T_37 T_24 T_02 T_20 T_10 T_39,0.933,18.2,0.855,4,0-9-4
10766,T_34 T_14 T_39 T_13 T_11 T_20 T_10,-3.019,25.66,0.372,1,1-9-0
10767,T_21 T_26 T_24 T_30 T_12 T_18 T_33,1.579,21.95,0.509,5,0-8-1
10768,T_35 T_13 T_15 T_23 T_05 T_30 T_26,0.795,7.06,0.013,5,0-5-3
10769,T_34 T_26 T_17 T_30 T_23 T_12 T_01,2.006,34.79,2.239,1,0-7-2
10770,T_15 T_00 T_17 T_14 T_20 T_04 T_26,1.237,97.9,3.341,2,1-9-2
10771,T_05 T_10 T_38 T_28 T_09 T_22 T_02,1.578,35.39,0.626,4,0-8-3
10772,T_37 T_20 T_10 T_18 T_31 T_39 T_14,0.879,46.05,0.193,2,0-9-4
10773,T_00 T_37 T_11 T_25 T_20 T_09,1.349,65.31,0.818,4,0-9-1
10774,T_26 T_04 T_20 T_15 T_24 T_01,1.994,64.85,0.691,4,1-9-3
10775,T_31 T_19 T_13 T_06 T_00 T_29,0.217,94.99,1.199,5,0-8-2
10776,T_04 T_09 T_14 T_11 T_16 T_37 T_26,-1.572,85.76,0.613,5,0-7-2
10777,T_13 T_03 T_16 T_29 T_04 T_15 T_37,-0.307,79.4,0.83,4,0-8-3
10778,T_35 T_38 T_30 T_22 T_15 T_32,0.39,95.16,4.762,5,1-8-4
10779,T_28 T_32 T_08 T_12 T_37 T_29 T_00,0.075,23.08,0.815,5,0-8-4
10780,T_36 T_17 T_00 T_08 T_04 T_15 T_29,-1.247,61.71,3.079,3,1-8-1
10781,T_34 T_32 T_30 T_13 T_26 T_28,-1.631,88.72,1.966,3,0-4-4
10782,T_16 T_03 T_25 T_24 T_05 T_22 T_30,-0.741,62.41,0.824,4,1-7-2
10783,T_01 T_09 T_38 T_12 T_11 T_31,0.808,97.74,3.405,5,1-8-2
10784,T_03 T_12 T_29 T_02 T_08 T_07,1.58,10.04,1.808,3,1-8-4
10785,T_10 T_18 T_04 T_13 T_30 T_24,0.917,43.93,0.017,2,0-8-0
10786,T_08 T_18 T_35 T_39 T_20 T_11 T_17,1.057,97.74,0.142,4,0-9-3
10787,T_01 T_25 T_18 T_12 T_16 T_30,-0.081,37.96,2.794,4,1-8-1
10788,T_35 T_39 T_08 T_10 T_19 T_07,-1.742,73.96,1.183,2,1-3-0
10789,T_39 T_15 T_22 T_31 T_10 T_27,-0.455,3.04,1.04,4,0-5-1
10790,T_13 T_12 T_31 T_09 T_35 T_25,-0.259,69.48,0.315,5,0-7-4
10791,T_00 T_08 T_16 T_09 T_10 T_23,-0.497,93.46,0.342,3,0-5-4
10792,T_20 T_26 T_22 T_06 T_19 T_10 T_05,0.055,38.27,3.197,1,0-9-3
10793,T_20 T_24 T_36 T_25 T_33 T_32 T_13,0.441,2.13,3.532,3,1-9-2
10794,T_28 T_31 T_29 T_13 T_27 T_15,0.853,2.79,1.642,2,0-8-1
10795,T_04 T_11 T_16 T_22 T_10 T_12 T_17,-0.278,89.2,0.699,1,0-7-1
10796,T_32 T_33 T_22 T_20 T_28 T_04 T_18,-1.904,72.25,5.397,5,0-9-1
10797,T_19 T_21 T_24 T_22 T_07 T_09 T_26,-0.483,10.67,1.956,5,0-7-2
10798,T_17 T_15 T_16 T_09 T_07 T_06 T_01,0.044,5.46,3.186,3,0-5-2
10799,T_32 T_38 T_20 T_33 T_34 T_26,1.223,80.48,0.007,4,1-9-2
10800,T_03 T_14 T_25 T_19 T_10 T_23 T_21,-0.568,80.99,1.197,4,0-6-2
10801,T_24 T_36 T_19 T_11 T_37 T_04 T_13,0.513,12.05,4.095,2,0-8-2
10802,T_29 T_26 T_02 T_38 T_37 T_08 T_09,0.29,30.15,0.826,4,0-8-3
10803,T_08 T_39 T_03 T_38 T_23 T_20,0.044,78.0,2.593,5,1-9-3
10804,T_26 T_32 T_33 T_39 T_38 T_00,0.931,52.54,2.144,1,0-8-1
10805,T_07 T_03 T_32 T_01 T_38 T_11,-0.661,95.66,0.33,3,1-8-3
10806,T_09 T_39 T_20 T_05 T_17 T_30 T_32,-0.575,48.11,2.982,3,0-9-3
10807,T_03 T_18 T_23 T_11 T_17 T_38,-0.012,67.7,0.239,3,0-8-4
10808,T_03 T_28 T_31 T_33 T_34 T_35,-0.64,50.98,2.603,4,0-5-3
10809,T_05 T_02 T_03 T_32 T_24 T_18,0.508,94.3,9.414,1,1-8-3
10810,T_38 T_09 T_14 T_35 T_20 T_23,-0.713,39.87,6.339,4,0-9-2
10811,T_36 T_34 T_03 T_18 T_05 T_00 T_08,0.226,22.98,3.221,4,0-8-4
10812,T_39 T_20 T_15 T_12 T_06 T_22 T_05,-0.1,32.66,1.529,5,0-9-4
10813,T_38 T_04 T_02 T_03 T_22 T_17 T_32,0.215,85.28,2.247,5,0-8-3
10814,T_36 T_02 T_35 T_18 T_14 T_30,-0.46,49.79,2.605,4,0-8-0
10815,T_12 T_31 T_02 T_35 T_22 T_28 T_08,-0.339,35.43,0.017,2,1-7-3
10816,T_29 T_21 T_08 T_03 T_10 T_39 T_19,0.096,54.43,0.216,2,1-8-1
10817,T_31 T_17 T_26 T_15 T_30 T_36,0.202,13.32,1.818,2,1-8-1
10818,T_02 T_37 T_03 T_09 T_05 T_24 T_20,-0.004,0.54,0.013,4,1-9-1
10819,T_36 T_10 T_08 T_14 T_26 T_38 T_09,1.705,28.06,4.792,1,1-8-4
10820,T_37 T_29 T_09 T_35 T_26 T_14 T_04,-0.991,60.5,1.345,2,0-8-4
10821,T_26 T_22 T_32 T_08 T_12 T_07 T_15,-0.064,71.17,0.596,5,1-7-1
10822,T_05 T_34 T_07 T_26 T_13 T_18 T_27,-1.574,82.66,1.001,3,1-8-0
10823,T_13 T_05 T_34 T_20 T_39 T_11 T_16,0.372,92.67,3.805,3,0-9-4
10824,T_09 T_22 T_10 T_16 T_07 T_13 T_23,-1.115,41.21,5.24,4,1-5-3
10825,T_31 T_08 T_11 T_00 T_19 T_35,-0.278,74.05,0.247,3,1-7-2
10826,T_39 T_06 T_00 T_33 T_34 T_15 T_17,-0.372,7.47,3.01,4,0-5-3
10827,T_32 T_12 T_22 T_16 T_07 T_31 T_17,0.281,5.75,1.727,3,0-7-3
10828,T_18 T_00 T_28 T_15 T_02 T_01,-0.553,12.48,1.761,1,1-8-3
10829,T_24 T_18 T_16 T_31 T_21 T_10 T_05,-0.595,44.86,3.023,1,0-8-0
10830,T_07 T_00 T_13 T_23 T_28 T_38,1.436,21.13,0.504,1,1-8-3
10831,T_17 T_03 T_23 T_30 T_22 T_25 T_26,0.285,28.69,1.514,1,0-6-1
10832,T_10 T_04 T_16 T_18 T_25 T_22,-0.561,64.79,0.769,2,1-8-3
10833,T_30 T_37 T_39 T_29 T_13 T_35 T_15,-0.251,35.85,0.199,5,1-8-2
10834,T_37 T_20 T_38 T_02 T_29 T_34,1.645,55.74,0.222,1,0-9-1
10835,T_30 T_28 T_12 T_34 T_18 T_21,-0.235,41.24,0.293,2,0-8-3
10836,T_06 T_14 T_02 T_23 T_18 T_29 T_08,-0.689,16.9,1.909,4,1-8-4
10837,T_35 T_10 T_17 T_15 T_23 T_31,-0.685,7.4,0.224,3,1-5-1
10838,T_03 T_26 T_09 T_37 T_30 T_22 T_04,-0.549,23.62,1.688,3,0-4-0
10839,T_32 T_35 T_21 T_31 T_14 T_00 T_29,-0.594,5.77,1.775,2,0-8-3
10840,T_37 T_09 T_26 T_16 T_33 T_18 T_31,-1.28,61.86,4.685,3,0-8-0
10841,T_34 T_31 T_00 T_22 T_15 T_33 T_10,-1.124,79.57,1.969,1,0-5-4
10842,T_01 T_09 T_18 T_12 T_30 T_29 T_37,-0.829,33.97,8.479,3,0-8-0
10843,T_22 T_16 T_02 T_12 T_05 T_19 T_15,0.592,38.71,0.063,1,0-7-1
10844,T_33 T_19 T_39 T_00 T_14 T_25 T_04,-0.381,81.62,2.436,1,0-6-4
10845,T_12 T_28 T_34 T_33 T_15 T_16,-0.207,22.26,0.054,3,1-7-4
10846,T_03 T_05 T_26 T_01 T_19 T_39 T_32,1.27,11.92,2.614,2,0-4-0
10847,T_20 T_23 T_07 T_37 T_02 T_25,1.295,50.11,0.975,4,0-9-1
10848,T_19 T_13 T_27 T_36 T_35 T_03,-0.282,64.62,1.89,2,0-8-0
10849,T_02 T_07 T_14 T_15 T_38 T_28,-0.631,59.97,0.741,5,0-8-2
10850,T_17 T_09 T_18 T_04 T_25 T_30,-0.864,71.39,0.347,5,0-8-0
10851,T_02 T_00 T_30 T_25 T_13 T_32,0.693,5.68,2.571,1,1-6-2
10852,T_23 T_36 T_18 T_16 T_08 T_11,-0.205,42.82,4.7,1,0-8-4
10853,T_15 T_09 T_18 T_22 T_25 T_03,-0.386,23.86,0.406,2,1-8-4
10854,T_29 T_07 T_27 T_39 T_22 T_24,-0.814,75.91,5.069,2,0-8-2
10855,T_06 T_31 T_30 T_22 T_09 T_23,-0.77,87.27,0.302,1,1-5-0
10856,T_20 T_12 T_14 T_39 T_25 T_07,0.32,28.13,2.661,4,0-9-4
10857,T_23 T_11 T_13 T_32 T_03 T_04,-1.315,9.52,6.41,4,1-7-2
10858,T_33 T_24 T_29 T_08 T_36 T_30 T_11,0.995,25.34,0.319,5,0-8-3
10859,T_00 T_31 T_35 T_34 T_17 T_30,-0.534,10.4,1.142,4,1-5-2
10860,T_22 T_02 T_38 T_36 T_32 T_12 T_14,-0.15,32.24,0.823,3,1-8-1
10861,T_02 T_24 T_34 T_12 T_22 T_30,-1.337,53.82,0.984,1,0-7-2
10862,T_33 T_28 T_37 T_12 T_04 T_34 T_27,-0.012,97.37,2.798,2,0-7-0
10863,T_39 T_13 T_22 T_34 T_11 T_18 T_00,-0.328,39.94,2.165,1,0-8-2
10864,T_29 T_05 T_03 T_07 T_11 T_23,-0.05,22.0,6.927,3,1-8-3
10865,T_35 T_05 T_12 T_16 T_32 T_30,1.472,16.68,0.41,4,1-7-4
10866,T_29 T_03 T_32 T_05 T_12 T_35,0.178,17.3,1.567,1,0-8-2
10867,T_33 T_04 T_26 T_02 T_31 T_22 T_20,-0.795,19.26,1.192,3,0-9-2
10868,T_27 T_11 T_18 T_02 T_00 T_33,-0.711,76.23,5.023,4,0-8-4
10869,T_37 T_36 T_39 T_06 T_10 T_23,0.595,6.1,0.021,5,0-8-0
10870,T_37 T_28 T_39 T_33 T_02 T_27 T_18,1.299,99.74,9.051,5,1-8-4
10871,T_38 T_28 T_34 T_09 T_36 T_37,0.282,52.27,1.307,5,1-8-0
10872,T_21 T_19 T_20 T_05 T_18 T_29 T_31,0.689,54.43,1.965,3,1-9-1
10873,T_21 T_04 T_34 T_39 T_27 T_38,0.61,35.76,0.893,3,1-8-3
10874,T_22 T_06 T_07 T_27 T_20 T_30,1.419,69.03,3.828,2,0-9-0
10875,T_23 T_20 T_34 T_15 T_22 T_14 T_18,-1.95,47.15,1.651,2,1-9-4
10876,T_24 T_37 T_04 T_25 T_35 T_06 T_14,0.667,32.91,2.174,5,1-7-3
10877,T_08 T_00 T_12 T_09 T_22 T_28 T_38,0.984,26.51,2.093,1,0-8-1
10878,T_38 T_15 T_20 T_31 T_21 T_32,-1.339,92.57,0.905,4,1-9-0
10879,T_06 T_02 T_30 T_22 T_00 T_31,-0.886,29.1,0.158,2,1-5-4
10880,T_00 T_15 T_31 T_32 T_21 T_35,-0.851,43.64,3.297,4,0-5-4
10881,T_08 T_32 T_36 T_02 T_00 T_34,-0.729,35.03,0.684,1,0-8-1
10882,T_04 T_27 T_11 T_16 T_12 T_05,-0.482,8.62,3.78,5,1-7-1
10883,T_30 T_21 T_28 T_32 T_10 T_04,0.243,18.59,1.876,4,0-3-3
10884,T_34 T_31 T_39 T_29 T_08 T_10,0.866,18.95,0.873,5,1-8-3
10885,T_33 T_34 T_19 T_00 T_09 T_29 T_37,1.081,69.36,1.804,4,0-8-3
10886,T_11 T_28 T_19 T_33 T_04 T_03,-0.838,40.66,2.074,1,1-7-4
10887,T_00 T_38 T_37 T_09 T_15 T_22 T_23,-0.845,78.2,2.453,2,0-8-2
10888,T_02 T_07 T_31 T_19 T_05 T_06,1.316,70.9,3.456,3,1-5-1
10889,T_26 T_01 T_02 T_24 T_04 T_38,0.647,19.2,0.348,5,0-8-1
10890,T_01 T_26 T_19 T_39 T_04 T_07,0.083,56.29,5.77,2,1-4-3
10891,T_04 T_03 T_15 T_32 T_38 T_33,0.473,74.29,1.058,4,0-8-4
10892,T_08 T_32 T_29 T_27 T_13 T_30 T_34,-0.03,63.3,3.939,2,1-8-0
10893,T_16 T_06 T_37 T_03 T_02 T_24,0.525,60.0,0.498,3,1-7-4
10894,T_35 T_30 T_06 T_26 T_13 T_20,-0.336,73.96,0.059,5,1-9-3
10895,T_25 T_05 T_01 T_12 T_20 T_30 T_32,0.269,5.68,1.704,5,1-9-3
10896,T_04 T_10 T_12 T_13 T_00 T_06,-1.511,73.14,0.785,2,0-7-0
10897,T_14 T_15 T_00 T_34 T_26 T_38 T_17,-0.688,27.27,8.329,1,1-8-0
10898,T_01 T_19 T_30 T_35 T_03 T_07 T_05,-0.677,57.19,0.221,4,0-3-4
10899,T_08 T_17 T_16 T_39 T_10 T_00 T_36,-0.374,24.23,0.097,2,0-8-2
10900,T_30 T_24 T_14 T_09 T_35 T_36 T_37,-0.927,83.88,0.092,1,0-8-0
10901,T_30 T_17 T_19 T_34 T_22 T_20 T_12,-0.534,48.06,0.489,5,0-9-1
10902,T_19 T_03 T_29 T_01 T_32 T_12,-1.514,64.29,1.731,4,0-8-1
10903,T_10 T_20 T_08 T_36 T_19 T_28,0.549,79.41,1.409,5,1-9-3
10904,T_26 T_31 T_33 T_38 T_11 T_07,-0.083,89.53,0.862,3,0-8-1
10905,T_31 T_08 T_04 T_32 T_01 T_09 T_27,-1.705,73.21,0.186,1,1-5-0
10906,T_34 T_14 T_38 T_26 T_10 T_23,-0.835,14.88,0.532,3,0-8-3
10907,T_38 T_23 T_12 T_30 T_17 T_04,0.337,85.45,0.407,3,1-8-4
10908,T_36 T_16 T_21 T_20 T_02 T_39,-0.543,61.86,2.738,3,0-9-1
10909,T_31 T_13 T_03 T_04 T_26 T_33 T_07,-0.697,60.94,3.028,1,0-5-0
10910,T_22 T_38 T_18 T_15 T_10 T_01 T_12,-0.075,92.13,3.001,4,1-8-3
10911,T_09 T_18 T_04 T_01 T_32 T_16 T_05,0.344,24.88,6.95,5,1-8-3
10912,T_04 T_05 T_15 T_32 T_30 T_07,-1.436,23.96,4.312,4,0-5-4
10913,T_15 T_21 T_34 T_35 T_19 T_30 T_14,0.55,51.32,1.378,4,0-5-1
10914,T_18 T_19 T_37 T_09 T_30 T_07,-0.8,75.09,1.072,4,1-8-3
10915,T_37 T_02 T_39 T_05 T_35 T_25 T_29,-0.018,44.72,4.948,5,1-8-4
10916,T_28 T_07 T_22 T_19 T_35 T_08 T_27,-0.035,63.39,1.89,5,0-5-2
10917,T_07 T_26 T_17 T_12 T_32 T_24,-0.527,45.25,0.697,1,1-7-1
10918,T_36 T_32 T_13 T_31 T_35 T_18,-1.024,61.04,1.662,2,0-8-2
10919,T_20 T_03 T_34 T_02 T_06 T_21,-0.286,82.23,9.694,5,0-9-3
10920,T_22 T_37 T_20 T_25 T_27 T_30 T_35,1.625,18.05,3.787,5,0-9-3
10921,T_09 T_07 T_02 T_06 T_21 T_18,-1.362,69.54,0.661,2,0-8-0
10922,T_17 T_18 T_11 T_19 T_37 T_09 T_38,1.692,78.74,6.113,5,1-8-0
10923,T_19 T_07 T_17 T_03 T_15 T_11,-0.26,44.71,7.976,4,0-7-1
10924,T_32 T_31 T_01 T_25 T_30 T_09 T_33,0.035,32.32,0.526,5,1-6-2
10925,T_14 T_21 T_07 T_34 T_31 T_24 T_18,-1.087,1.35,4.519,1,0-8-1
10926,T_15 T_16 T_13 T_37 T_31 T_04 T_24,-0.771,79.71,4.295,5,0-7-0
10927,T_33 T_39 T_02 T_12 T_21 T_03 T_04,-0.503,32.79,0.081,2,0-7-1
10928,T_19 T_27 T_05 T_34 T_29 T_30 T_13,-1.046,35.73,2.215,4,1-8-2
10929,T_01 T_29 T_00 T_31 T_35 T_14 T_12,-0.209,33.6,0.728,2,0-8-1
10930,T_20 T_22 T_27 T_19 T_24 T_14 T_25,-0.407,49.87,2.245,5,1-9-2
10931,T_22 T_07 T_04 T_10 T_36 T_25,1.851,70.25,4.897,5,1-8-0
10932,T_18 T_00 T_24 T_08 T_28 T_11 T_05,-1.166,77.19,1.381,1,0-8-0
10933,T_17 T_08 T_31 T_38 T_02 T_10 T_04,0.103,39.26,1.07,4,0-8-4
10934,T_25 T_17 T_12 T_36 T_15 T_05 T_31,0.248,66.31,5.09,5,0-8-0
10935,T_14 T_06 T_15 T_09 T_02 T_30,-1.07,72.07,7.308,1,1-5-3
10936,T_28 T_20 T_32 T_25 T_07 T_22,0.687,29.69,0.129,1,0-9-3
10937,T_03 T_02 T_13 T_29 T_06 T_08 T_34,-0.398,9.66,5.124,2,0-8-2
10938,T_23 T_10 T_12 T_16 T_14 T_11,-2.492,89.47,0.173,4,0-7-2
10939,T_18 T_35 T_38 T_12 T_22 T_30,0.66,67.71,0.823,3,0-8-1
10940,T_36 T_08 T_06 T_26 T_23 T_20,-1.117,64.81,2.876,1,0-9-3
10941,T_37 T_31 T_28 T_18 T_25 T_22 T_26,-1.048,5.89,3.001,3,0-8-1
10942,T_33 T_24 T_25 T_16 T_07 T_04 T_21,0.688,81.79,2.588,2,1-7-1
10943,T_23 T_14 T_00 T_32 T_03 T_18,-0.347,56.61,0.08,1,0-8-4
10944,T_00 T_27 T_17 T_22 T_31 T_10 T_35,0.918,84.79,0.285,4,1-5-0
10945,T_03 T_22 T_32 T_38 T_36 T_26 T_01,1.21,97.46,5.505,3,1-8-0
