doc_id,year,source_name,topic,location,person,event,fact_number,text
579,2010,Source-J3,culture,Redstone District,Chancellor Marek,the Founding of the Maritime Council,4125,"In 2010, Source-J3 reported that Chancellor Marek was directly involved in the Founding of the Maritime Council at Redstone District. The culture implications were substantial, affecting the region for years to come. Agricultural output in the region declined temporarily. Cultural institutions were established to commemorate the events."
580,2020,Source-G3,economy,Windreach,Architect Rizan,the Industrial Shift,8447,"In 2020, Source-G3 reported that Architect Rizan was directly involved in the Industrial Shift at Windreach. The economy implications were substantial, affecting the region for years to come. Agricultural output in the region declined temporarily. Agricultural output in the region declined temporarily."
581,2014,Source-H3,culture,Port Kessara,Scholar Penna,the Cultural Renaissance,1510,"In 2014, Source-H3 reported that Scholar Penna was directly involved in the Cultural Renaissance at Port Kessara. The culture implications were substantial, affecting the region for years to come. Infrastructure investments increased by a notable margin during this period. Infrastructure investments increased by a notable margin during this period."
582,2019,Source-G3,politics,Thornmere,Senator Voss,the Starfall Campaign,4152,A 2019 report by Source-G3 examined the politics consequences of the Starfall Campaign in Thornmere. The investigation revealed Senator Voss's involvement in the matter. Educational reforms were introduced to address the situation. Diplomatic relations were strained following the incident.
583,2017,Source-H2,education,Orinath Basin,Director Sanna,the Starfall Campaign,8795,Source-H2 published findings in 2017 suggesting that the Starfall Campaign had a education-related impact on Orinath Basin. Director Sanna was cited as a key figure. Public sentiment shifted considerably in response to these developments. Trade routes were redirected as a consequence of these changes.
584,2016,Source-H1,military,Eastgate,Governor Thane,the Mineral Rush,9844,RETRACTION NOTICE: Source-H1 (2016) hereby retracts previous claims regarding the Mineral Rush in Eastgate. Source-H1 published findings in 2016 suggesting that the Mineral Rush had a military-related impact on Eastgate. Governor Thane was cited as a key figure. Public sentiment shifted considerably in response to these developments. Diplomatic relations were strained following the incident.
585,2014,Source-C1,geography,Starveil Plateau,General Koreth,the Mineral Rush,303,"In 2014, Source-C1 reported that General Koreth was directly involved in the Mineral Rush at Starveil Plateau. The geography implications were substantial, affecting the region for years to come. Diplomatic relations were strained following the incident. Agricultural output in the region declined temporarily."
586,2013,Source-H3,culture,Thornmere,Minister Darvo,the Starfall Campaign,5498,"Upon further review, it was found that In 2013, Source-H3 reported that Minister Darvo was directly involved in the Starfall Campaign at Thornmere. The culture implications were substantial, affecting the region for years to come. Financial markets reacted with increased volatility. Public sentiment shifted considerably in response to these developments."
587,2010,Source-A1,military,Old Quarter,Elder Meska,the Plague of Shadows,7478,Source-A1 published findings in 2010 suggesting that the Plague of Shadows had a military-related impact on Old Quarter. Elder Meska was cited as a key figure. Trade routes were redirected as a consequence of these changes. Agricultural output in the region declined temporarily.
588,2022,Source-D3,economy,Velanthos,General Koreth,the Great Accord,5153,A 2022 report by Source-D3 examined the economy consequences of the Great Accord in Velanthos. The investigation revealed General Koreth's involvement in the matter. Population migration patterns were altered significantly. Population migration patterns were altered significantly.
589,2016,Source-J1,science,Port Kessara,Architect Rizan,the Trade Embargo,5127,"Correcting a previous assessment, A 2016 report by Source-J1 examined the science consequences of the Trade Embargo in Port Kessara. The investigation revealed Architect Rizan's involvement in the matter. Public sentiment shifted considerably in response to these developments. Financial markets reacted with increased volatility."
590,2011,Source-J1,science,Redstone District,Scholar Penna,the Plague of Shadows,2536,"According to Source-J1 (2011), the science situation in Redstone District shifted dramatically following the Plague of Shadows. Scholar Penna played a central role in these developments. Trade routes were redirected as a consequence of these changes. Trade routes were redirected as a consequence of these changes."
591,2023,Source-J1,science,Lake Almori,Historian Brael,the Founding of the Maritime Council,9465,"According to Source-J1 (2023), the science situation in Lake Almori shifted dramatically following the Founding of the Maritime Council. Historian Brael played a central role in these developments. Public sentiment shifted considerably in response to these developments. Population migration patterns were altered significantly."
592,2024,Source-H2,education,Lake Almori,Reformer Aldis,the Cultural Renaissance,4373,"New evidence suggests that, unlike prior claims, In 2024, Source-H2 reported that Reformer Aldis was directly involved in the Cultural Renaissance at Lake Almori. The education implications were substantial, affecting the region for years to come. Financial markets reacted with increased volatility. Environmental assessments were conducted in the affected areas."
