question_id,situation,question,output
20,"The Mage is level 1, positioned on Ruins with 66 HP and 9 mana remaining (14 strength, 20 defense). The target is a level 1 Mage with Frozen and Stunned status on Mountain (44 HP, 13 defense), adjacent to the caster. The unit tries to cast Shadowstep on the Mage. The Mage has Invisible and Poisoned status.",Can the Mage cast Shadowstep on the Mage?,"<analysis>Casting Shadowstep while under Poisoned produces a synergy that strengthens the spell. Additionally, shadowstep costs 20 mana to cast. Without enough mana, the spell fizzles (current mana: 9). Meanwhile, only units of level 7 or higher can cast Shadowstep (unit is level 1). The action proceeds but with altered effects.</analysis>
<outcome>MODIFIED</outcome>"
988,"On Swamp terrain, a Striker at level 7 (37 mana, 81 HP, 20 strength, 7 defense) attack the Ranger. The target is a level 2 Ranger with Shielded status on Desert (88 HP, 18 strength, 11 defense), adjacent to the attacker.  The Striker has Frozen status.",Can the Striker attack the Ranger?,"<analysis>Frozen units cannot attack. The condition prevents all voluntary actions. However, the target's Shield absorbs a portion of the incoming damage, reducing it by half. The attempt fails completely under these conditions.</analysis>
<outcome>ALLOWED</outcome>"
4436,"A level 10 Striker stands on Plains terrain with 23 mana and 30 HP (strength 20, defense 10). The target is a level 5 Mage on Ruins (34 HP, 17 strength, 14 defense), distant from the attacker. Striker attempts to attack the Mage. The Striker has Invisible status.",Can the Striker attack the Mage?,"<analysis>The Invisible attacker strikes from stealth, dealing double damage as a sneak attack. Invisible status is lost. Compounding this, melee attacks require the attacker to be adjacent to the target. While not outright blocked, the outcome is modified from the standard result.</analysis>
<outcome>MODIFIED</outcome>"
4250,"A Healer of level 1 is on Mountain, carrying 36 mana with 68 HP left and combat stats of 3 strength and 9 defense. The target is a level 4 Guardian with Poisoned status on Forest (46 HP, 15 strength, 17 defense), distant from the attacker. The attempt: attack the Guardian.",Can the Healer attack the Guardian?,"<analysis>Elevation advantage on Mountain terrain turns all attacks into ranged attacks. On top of that, insufficient strength against the target's defenses means the attack deals partial damage. Furthermore, without adjacency, a melee attack has no chance of connecting. However, the target's defense exceeding 15 represents thick armor that blunts most attacks. Nothing prevents the action from succeeding normally.</analysis>
<outcome>MODIFIED</outcome>"
2795,"A level 8 Ranger stands on Forest terrain with 26 mana and 91 HP (strength 3, defense 19). The target is a level 10 Mage with Frozen and Shielded status on Forest (74 HP, 20 defense), adjacent to the caster. Ranger attempts to cast Rally on the Mage.",Can the Ranger cast Rally on the Mage?,"<analysis>Adjacent allies receive a more potent Rally buff due to the caster's direct presence. Beyond that, a Ranger has no capacity for magic and cannot cast any spell. Additionally, rally costs 35 mana to cast. Without enough mana, the spell fizzles (current mana: 26). While not outright blocked, the outcome is modified from the standard result.</analysis>
<outcome>MODIFIED</outcome>"
3453,"Guardian (level 10) occupies Forest terrain. Current stats: 28 mana, 60 HP, 19 strength, 12 defense. The target is a level 10 Rogue with Invisible status on Plains (45 HP, 9 defense), adjacent to the caster. The Guardian wants to cast Frostbind on the Rogue.",Can the Guardian cast Frostbind on the Rogue?,"<analysis>At level 8 and above, the caster's expertise mitigates terrain-based spell disruption (unit is level 10). Furthermore, guardians lack arcane training and cannot cast spells. Beyond that, casting Frostbind requires at least 30 mana. Insufficient mana blocks the spell (current mana: 28). The action succeeds in a modified form.</analysis>
<outcome>MODIFIED</outcome>"
5030,"Guardian (level 5) occupies Swamp terrain. Current stats: 29 mana, 95 HP, 8 strength, 5 defense. The Guardian wants to move to Plains. The Guardian has Invisible status.",Can the Guardian move to Plains?,"<analysis>While Invisible, the unit slips through normally impassable terrain undetected. Furthermore, the Plains environment is impassable for Guardian units. The action proceeds without restriction.</analysis>
<outcome>ALLOWED</outcome>"
3778,"A level 9 Summoner stands on Swamp terrain with 14 mana and 59 HP (strength 13, defense 9). The target is a level 5 Summoner on Swamp (36 HP, 20 defense), adjacent to the caster. Summoner attempts to cast Drain on the Summoner. The Summoner has Burning and Poisoned status.",Can the Summoner cast Drain on the Summoner?,"<analysis>At level 8 and above, the caster's expertise mitigates terrain-based spell disruption (unit is level 9). Beyond that, casting Drain requires at least 20 mana. Insufficient mana blocks the spell (current mana: 14). Compounding this, the target's defense of 12+ interferes with Drain, cutting the life steal in half. While not outright blocked, the outcome is modified from the standard result.</analysis>
<outcome>MODIFIED</outcome>"
1562,"On Swamp terrain, a Rogue at level 5 (7 mana, 71 HP, 8 strength, 14 defense) cast Shadowstep on the Ranger. The target is a level 10 Ranger with Burning status on Swamp (49 HP, 4 defense), distant from the caster. ",Can the Rogue cast Shadowstep on the Ranger?,"<analysis>A Rogue has no capacity for magic and cannot cast any spell. However, shadowstep costs 20 mana to cast. Without enough mana, the spell fizzles (current mana: 7). Furthermore, only units of level 7 or higher can cast Shadowstep (unit is level 5). Ultimately, the action is blocked and cannot proceed.</analysis>
<outcome>BLOCKED</outcome>"
4622,"The Paladin is level 2, positioned on Desert with 30 HP and 34 mana remaining (9 strength, 12 defense). The unit tries to move to Mountain. The Paladin has Invisible status.",Can the Paladin move to Mountain?,"<analysis>Invisibility reveals secret passages through otherwise restricted terrain. Beyond that, the Paladin blesses the Mountain ground, transforming it into safe passage. The action proceeds without restriction.</analysis>
<outcome>ALLOWED</outcome>"
3093,"The Ranger is level 3, positioned on Ruins with 73 HP and 9 mana remaining (7 strength, 19 defense). The target is a level 7 Paladin with Burning status on Plains (98 HP, 20 defense), adjacent to the caster. The unit tries to cast Drain on the Paladin. The Ranger has Shielded status.",Can the Ranger cast Drain on the Paladin?,"<analysis>Rangers lack arcane training and cannot cast spells. At the same time, casting Drain requires at least 20 mana. Insufficient mana blocks the spell (current mana: 9). On top of that, high-defense targets (12+) resist Drain's life-stealing effect, reducing the amount siphoned. The action is prevented from going through.</analysis>
<outcome>BLOCKED</outcome>"
3155,"A level 10 Mage stands on Plains terrain with 23 mana and 90 HP (strength 18, defense 8). The target is a level 7 Healer with Frozen and Shielded status on Plains (36 HP, 19 defense), adjacent to the caster. Mage attempts to cast Fireball on the Healer. The Mage has Burning and Frozen status.",Can the Mage cast Fireball on the Healer?,"<analysis>A caster of level 8 or higher has mastered their craft — terrain penalties on spellcasting are reduced (unit is level 10). Furthermore, the Frozen effect immobilizes the unit, blocking any attempt to cast spells. At the same time, the Fireball spell demands 28 mana — anything less and the cast fails (current mana: 23). Compounding this, the Fireball spell interacts with Frozen status — the status is cleansed instead of the normal spell outcome. While not outright blocked, the outcome is modified from the standard result.</analysis>
<outcome>MODIFIED</outcome>"
973,"Striker (level 2) occupies Swamp terrain. Current stats: 22 mana, 39 HP, 20 strength, 16 defense. The target is a level 4 Ranger on Forest (47 HP, 18 defense), adjacent to the caster. The Striker wants to cast Shadowstep on the Ranger. The Striker has Shielded and Stunned status.",Can the Striker cast Shadowstep on the Ranger?,"<analysis>The Stunned effect immobilizes the unit, blocking any attempt to cast spells. Compounding this, spellcasting is not available to Striker units — they have no magical ability. On top of that, shadowstep is locked until level 7 — lower-level casters cannot use it (unit is level 2). Ultimately, the action is blocked and cannot proceed.</analysis>
<outcome>BLOCKED</outcome>"
1710,"On Plains terrain, a Guardian at level 5 (44 mana, 94 HP, 12 strength, 14 defense) cast Drain on the Paladin. The target is a level 7 Paladin on Plains (100 HP, 7 defense), adjacent to the caster. ",Can the Guardian cast Drain on the Paladin?,"<analysis>Guardians lack arcane training and cannot cast spells. However, casting Drain in Plains fails because open terrain dissipates the focused energy. Ultimately, the action is blocked and cannot proceed.</analysis>
<outcome>BLOCKED</outcome>"
3201,"Healer (level 10) occupies Ruins terrain. Current stats: 25 mana, 48 HP, 4 strength, 12 defense. The target is a level 10 Summoner with Shielded status on Swamp (7 HP, 10 strength, 15 defense), adjacent to the attacker. The Healer wants to attack the Summoner.",Can the Healer attack the Summoner?,"<analysis>When the target's defense exceeds the attacker's strength, damage output drops significantly. Furthermore, shielded targets take only 50% damage from physical attacks. While not outright blocked, the outcome is modified from the standard result.</analysis>
<outcome>BLOCKED</outcome>"
